MONTH,YEAR,PROJECT,PROJECT_CODE,CONTRACTOR,CONSTRUCTION_TRADE,CRAFT_LEVEL,TOTAL_EMPLOYEE,CAUCASIAN,AFRICAN_AMERICAN,HISPANIC,ASIAN,NATIVE_AMERICAN,OTHER,NOT_SPECIFIED,TOTAL_FEMALE,TOTAL_MALE,HOURS_WORKED_PER_MONTH
09,2019,AEP1801E UT1 C Utility Vendor Contract- DCR- Statewide,AEP1801E UT1 C,"Jacqueline electric and contracting, inc.",ELECTRICIAN,Journeymen,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,HOURS_PER_MONTH
09,2019,AEP1801E UT1 C Utility Vendor Contract- DCR- Statewide,AEP1801E UT1 C,"Jacqueline electric and contracting, inc.",ELECTRICIAN,Apprentice,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,HOURS_PER_MONTH
09,2019,AEP1802E UT1 C Utility Simple Fix,AEP1802E UT1 C,Batallas electric inc.,ELECTRICIAN,Journeymen,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,HOURS_PER_MONTH
09,2019,AEP1802E UT1 C Utility Simple Fix,AEP1802E UT1 C,Batallas electric inc.,ELECTRICIAN,Apprentice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOURS_PER_MONTH
09,2019,AEP1802E UT1 C Utility Simple Fix,AEP1802E UT1 C,Batallas electric inc.,LABORER,Journeymen,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,HOURS_PER_MONTH
09,2019,AEP1802E UT1 C Utility Simple Fix,AEP1802E UT1 C,Batallas electric inc.,LABORER,Apprentice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOURS_PER_MONTH
09,2019,BRC1901 DB1 C Campus Wide Electrical Infrastructures Upgrade - Bristol Community College,BRC1901 DB1 C,"Arden engineering constructors, llc",PIPEFITTER,Journeymen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOURS_PER_MONTH
09,2019,BRC1901 DB1 C Campus Wide Electrical Infrastructures Upgrade - Bristol Community College,BRC1901 DB1 C,"Arden engineering constructors, llc",PIPEFITTER,Apprentice,43.0,19.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,43.0,HOURS_PER_MONTH
09,2019,BRC1901 DB1 C Campus Wide Electrical Infrastructures Upgrade - Bristol Community College,BRC1901 DB1 C,"Arden engineering constructors, llc",PIPEFITTER & STEAMFITTER,Journeymen,115.5,115.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.5,HOURS_PER_MONTH
09,2019,BRC1901 DB1 C Campus Wide Electrical Infrastructures Upgrade - Bristol Community College,BRC1901 DB1 C,"Arden engineering constructors, llc",PIPEFITTER & STEAMFITTER,Apprentice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOURS_PER_MONTH
09,2019,BRC1901 DB1 C Campus Wide Electrical Infrastructures Upgrade - Bristol Community College,BRC1901 DB1 C,"Bond brothers, inc.",LABORER,Journeymen,336.0,244.0,0.0,42.0,0.0,0.0,50.0,0.0,0.0,336.0,HOURS_PER_MONTH
09,2019,BRC1901 DB1 C Campus Wide Electrical Infrastructures Upgrade - Bristol Community College,BRC1901 DB1 C,"Bond brothers, inc.",LABORER,Apprentice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOURS_PER_MONTH
09,2019,BRC1901 DB1 C Campus Wide Electrical Infrastructures Upgrade - Bristol Community College,BRC1901 DB1 C,"Bond brothers, inc.",OTHER POWER DRIVEN EQUIPMENT - CLASS II,Journeymen,137.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,HOURS_PER_MONTH
09,2019,BRC1901 DB1 C Campus Wide Electrical Infrastructures Upgrade - Bristol Community College,BRC1901 DB1 C,"Bond brothers, inc.",OTHER POWER DRIVEN EQUIPMENT - CLASS II,Apprentice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOURS_PER_MONTH
09,2019,BRC1901 DB1 C Campus Wide Electrical Infrastructures Upgrade - Bristol Community College,BRC1901 DB1 C,Fall river electrical assoc.,ELECTRICIAN,Journeymen,44.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,HOURS_PER_MONTH
09,2019,BRC1901 DB1 C Campus Wide Electrical Infrastructures Upgrade - Bristol Community College,BRC1901 DB1 C,Fall river electrical assoc.,ELECTRICIAN,Apprentice,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,HOURS_PER_MONTH
